text,amount_vnd,category,type
Mua caffe đi tòa 33 nghìn,33000,Cafe,Chi tiêu
Bánh kem sinh nhật Khải 210k ck,210000,Đám tiệc,Chi tiêu
A Minh lì xì tết 200k ck,200000,Quà tặng,Thu nhập
"Thanh toán Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k",419000,Mỹ phẩm chăm sóc da,Chi tiêu
600000,600000,Đám tiệc,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157k tiền,157000,Giáo dục,Chi tiêu
Tiền  triệuong thẻ ATM 600 nghìn,600000,Khác,Chi tiêu
Nạp tiền dt mua mạng 10k hôm nay,10000,4G,Chi tiêu
160000,160000,Giải trí,Chi tiêu
20000,20000,Tạp phẩm,Chi tiêu
Thanh toán Trả nợ chị 2 1.5tr,1500000,Trả nợ,Chi tiêu
Tiền trong thẻ ATM 600k hôm nay,600000,Khác,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Uống nước vs bạn 168 nghìn,168000,Cafe,Chi tiêu
Phiếu lương 7.4tr tiền,7400000,Phiếu lương,Thu nhập
Mượn tiền ăn Cupe Tiên 450k hôm nay,450000,Trả nợ,Chi tiêu
Đám cưới Ngân Ngân 400k bằng tiền mặt,400000,Đám tiệc,Chi tiêu
Mượn a Hảo. Đã trả 100k,100000,Trả nợ,Chi tiêu
Mua bánh  triệuáng 10 nghìn,10000,Tạp phẩm,Chi tiêu
Wifi 130 nghìn,130000,4G,Chi tiêu
Phiếu lương 7.4tr,7400000,Phiếu lương,Thu nhập
2300000,2300000,Phiếu lương,Thu nhập
Photo document English 60k tiền,60000,Giáo dục,Chi tiêu
Mua caffe đi tòa 33k hôm nay,33000,Cafe,Chi tiêu
Mua dầu gội clear 185k,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Ăn kem 30k,30000,Cafe,Chi tiêu
Đưa cupe Tiên mượn 150k 150k,150000,Mượn tiền,Thu nhập
Trail leo núi Dinh BR VT 298 nghìn,298000,Giải trí,Chi tiêu
Thanh toán Mẹ cho 800k,800000,Quà tặng,Thu nhập
800000,800000,Trả nợ,Chi tiêu
30000,30000,Khác,Chi tiêu
Thưởng tết 5.7tr,5700000,Phiếu lương,Thu nhập
Sách Con đường chẳng mấy ai đi 123k bằng tiền mặt,123000,Giáo dục,Chi tiêu
4G 5k ck,5000,4G,Chi tiêu
Ăn uống đi bệnh viện 143k,143000,Giải trí,Chi tiêu
Đổ xăng 30k ck,30000,Di chuyển,Chi tiêu
Trả góp tiền dt tháng 10 840k,840000,Trả nợ,Chi tiêu
Photo công chứng 60k bằng tiền mặt,60000,Khác,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
30000,30000,Hớt tóc,Chi tiêu
Uống nước nghe nhạc 40k hôm nay,40000,Cafe,Chi tiêu
182000,182000,Giáo dục,Chi tiêu
Mua caffe đi tòa 33 nghìn,33000,Cafe,Chi tiêu
Mua vé xem phim 2/9 160k ck,160000,Giải trí,Chi tiêu
Đi bơi 40k ck,40000,Khác,Chi tiêu
Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Thay nhớt 120 nghìn,120000,Di chuyển,Chi tiêu
30000,30000,Khác,Chi tiêu
Mua đồ nấu ăn 8k,8000,Tạp phẩm,Chi tiêu
Mua sữa cho nội 300k,300000,Mượn tiền,Thu nhập
Photo công chứng 60k,60000,Khác,Chi tiêu
Chị 2 cho tiền sinh nhật 500k bằng tiền mặt,500000,Quà tặng,Thu nhập
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Sinh nhật anh Tiến 200k ck,200000,Trả nợ,Chi tiêu
Thanh toán Cupe Tiên chuyển tiền 227k,227000,Khác,Chi tiêu
Xà bông gội đầu 25 nghìn,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Reset 39k bằng tiền mặt,39000,Khác,Chi tiêu
Ăn sáng 30k bằng tiền mặt,30000,Tạp phẩm,Chi tiêu
Dây cáp mạng 120k bằng tiền mặt,120000,4G,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Ăn sinh nhật đại ca 300k hôm nay,300000,Giải trí,Chi tiêu
Lương tháng 9 2tr tiền,1981000,Phiếu lương,Thu nhập
Thanh toán Cạo vôi răng 100k,100000,Sức khỏe,Chi tiêu
Mua sữa tắm 145k ck,145000,Tạp phẩm,Chi tiêu
Tiền ăn 2 cho 101k ck,101000,Quà tặng,Thu nhập
Card wifi 255k bằng tiền mặt,255000,4G,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Ăn sinh nhật đại ca 300k bằng tiền mặt,300000,Giải trí,Chi tiêu
Thanh toán Ăn uống đi bệnh viện 143k,143000,Giải trí,Chi tiêu
Thanh toán Ăn sinh nhật đại ca 300k,300000,Giải trí,Chi tiêu
300000,300000,Mượn tiền,Thu nhập
Photo công chứng 60k,60000,Khác,Chi tiêu
"Ăn uống đi lại, sinh hoạt chi tiêu 2 ngày về đi thi 425k tiền",425000,Di chuyển,Chi tiêu
220000,220000,Đám tiệc,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
Thanh toán Lương tháng 10 2tr,1990000,Phiếu lương,Thu nhập
Phiếu lương 7.6tr bằng tiền mặt,7643000,Phiếu lương,Thu nhập
Chat GPT 157k tiền,157000,Khác,Chi tiêu
Ăn uống đi bệnh viện 143 nghìn,143000,Giải trí,Chi tiêu
Ăn uống đi bệnh viện 143k hôm nay,143000,Giải trí,Chi tiêu
Bánh kem sinh nhật chị Nị 145k hôm nay,145000,Đám tiệc,Chi tiêu
Mua bánh kem sn Vương 50k ck,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trả tiền cupe Tiên 500k,500000,Trả nợ,Chi tiêu
145000,145000,Đám tiệc,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr,2500000,Trả nợ,Chi tiêu
155000,155000,Giáo dục,Chi tiêu
Nạp tiền dt mua mạng 10 nghìn,10000,4G,Chi tiêu
Thanh toán Mạng 5G 150k,150000,4G,Chi tiêu
Sinh nhật sếp Hoài 350k ck,350000,Đám tiệc,Chi tiêu
Mua sách 182k tiền,182000,Giáo dục,Chi tiêu
Card wifi 255k tiền,255000,4G,Chi tiêu
Đám cưới 500k,500000,Đám tiệc,Chi tiêu
Chat GPT 157k,157000,Khác,Chi tiêu
Thanh toán Trả tiền thiếu 100k,100000,Trả nợ,Chi tiêu
Lãnh lương tháng 6 6.5tr,6500000,Phiếu lương,Thu nhập
Hớt tóc 100k hôm nay,100000,Hớt tóc,Chi tiêu
45000,45000,Khác,Chi tiêu
Caffe vs đám bạn 66k ck,66000,Cafe,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Mua bánh kem cho a 2 20k tiền,20000,Mỹ phẩm chăm sóc da,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Tiền  triệuả góp điện thoại tháng 7 830 nghìn,830000,Trả nợ,Chi tiêu
Phụ cấp tháng 9 2tr hôm nay,1953000,Phiếu lương,Thu nhập
Khác 100k ck,100000,Khác,Chi tiêu
1000000,1000000,Mượn tiền,Thu nhập
Mua 2 ngày thuốc 100k,100000,Sức khỏe,Chi tiêu
Ăn sáng 40k hôm nay,40000,Tạp phẩm,Chi tiêu
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
2000000,2000000,Mượn tiền,Thu nhập
Khác 24k bằng tiền mặt,24000,Khác,Chi tiêu
Mượn mẹ 100k hôm nay,100000,Mượn tiền,Thu nhập
Mua sữa cho bame 98k,98000,Sức khỏe,Chi tiêu
Ăn sáng 90k ck,90000,Tạp phẩm,Chi tiêu
Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Caffe 100k ck,100000,Mượn tiền,Thu nhập
Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k tiền",163000,Giáo dục,Chi tiêu
Sinh tố bơ 39k tiền,39000,Cafe,Chi tiêu
Sách: Một cuốn sách về chủ nghĩa tối giản 171k bằng tiền mặt,171000,Giáo dục,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k hôm nay,300000,Đám tiệc,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
Hùng tiền tất niên 100k ck,100000,Trả nợ,Chi tiêu
Thay nhớt xe 100k ck,100000,Khác,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Mẹ cho 300 nghìn,300000,Quà tặng,Thu nhập
Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Mượn 2 3 triệu 3 triệu,3000000,Mượn tiền,Thu nhập
Trả nợ chị 2 1.5tr ck,1500000,Trả nợ,Chi tiêu
Xem phim công tử bạc liêu 146k bằng tiền mặt,146000,Giải trí,Chi tiêu
Mạng 5g Viettel 150k hôm nay,150000,4G,Chi tiêu
Đám cưới Duyên 500k tiền,500000,Đám tiệc,Chi tiêu
Thanh toán Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
Sách: Hiểu hết về tiền 230k,230000,Giáo dục,Chi tiêu
Bánh  nghìnem sinh nhật Khải 210 nghìn,210000,Đám tiệc,Chi tiêu
Uống nước nghe nhạc 40k ck,40000,Cafe,Chi tiêu
Wifi tháng 5 65k bằng tiền mặt,65000,4G,Chi tiêu
Caffe vs đám bạn 66k bằng tiền mặt,66000,Cafe,Chi tiêu
Tiền cọc dt tháng cuối 1tr bằng tiền mặt,1000000,Trả nợ,Chi tiêu
Mua 2 ngày thuốc cảm 40k bằng tiền mặt,40000,Sức khỏe,Chi tiêu
Thanh toán Ăn sáng 30k,30000,Tạp phẩm,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Bcs 50k bằng tiền mặt,50000,Khác,Chi tiêu
Trả Cupe Tiên 200k hôm nay,200000,Trả nợ,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
Ăn uống đổ xăng 245 nghìn,245000,Di chuyển,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Nạp tiền dt cho mẹ 50k ck,50000,Khác,Chi tiêu
2150000,2150000,Phiếu lương,Thu nhập
Cho Khải mua cầu 10 nghìn,10000,Giải trí,Chi tiêu
Sinh nhật Mỹ Nhàn 600k ck,600000,Đám tiệc,Chi tiêu
98000,98000,Sức khỏe,Chi tiêu
Mượn chị 2 đóng học phí 1tr ck,1000000,Mượn tiền,Thu nhập
Nạp tiền dt mua mạng 10k tiền,10000,4G,Chi tiêu
Trả chị 2 1tr ck,1000000,Trả nợ,Chi tiêu
500000,500000,Quà tặng,Thu nhập
350000,350000,Đám tiệc,Chi tiêu
Cho Khải mua cầu 10k,10000,Giải trí,Chi tiêu
Mượn chị 2 đóng học phí 1tr hôm nay,1000000,Mượn tiền,Thu nhập
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Salonship 20k hôm nay,20000,Sức khỏe,Chi tiêu
Phụ cấp tháng 11 2.1tr bằng tiền mặt,2072000,Phiếu lương,Thu nhập
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299 nghìn",299000,Giáo dục,Chi tiêu
Thanh toán Học phí UIT kỳ 4 50% 3.9tr,3915000,Giáo dục,Chi tiêu
Xăng 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Mượn chị 2 200k bằng tiền mặt,200000,Mượn tiền,Thu nhập
"Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k bằng tiền mặt",419000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k",163000,Giáo dục,Chi tiêu
Mạng 150k tiền,150000,4G,Chi tiêu
Đổ xăng 30k,30000,Di chuyển,Chi tiêu
Mua dầu gội clear 185k bằng tiền mặt,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới Duyên 500k hôm nay,500000,Đám tiệc,Chi tiêu
Mạng 5g Viettel 150 nghìn,150000,4G,Chi tiêu
Mẹ cho 500k hôm nay,500000,Quà tặng,Thu nhập
135000,135000,Giáo dục,Chi tiêu
Thanh toán Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Mạng 5g Viettel 150k,150000,4G,Chi tiêu
Trả tiền cupe Tiên 500k ck,500000,Trả nợ,Chi tiêu
Caffe vs đám bạn 66 nghìn,66000,Cafe,Chi tiêu
Hớt tóc 30k hôm nay,30000,Hớt tóc,Chi tiêu
Hớt tóc 35k,35000,Hớt tóc,Chi tiêu
Mượn chị 2 200 nghìn,200000,Mượn tiền,Thu nhập
Sinh nhật sếp Hoài 350k hôm nay,350000,Đám tiệc,Chi tiêu
Sinh nhật Linh 220k bằng tiền mặt,220000,Đám tiệc,Chi tiêu
Ăn sáng 165 nghìn,165000,Tạp phẩm,Chi tiêu
Mượn chị 2 đóng học phí 1tr tiền,1000000,Mượn tiền,Thu nhập
Trả góp tiền dt tháng 10 840 nghìn,840000,Trả nợ,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
430000,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Trail leo núi Dinh BR VT 298k ck,298000,Giải trí,Chi tiêu
Nhổ răng 500k 500k hôm nay,500000,Sức khỏe,Chi tiêu
Đám cưới Oanh 1tr tiền,1000000,Giải trí,Chi tiêu
Xăng xe 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Mua 2 ngày thuốc 100k tiền,100000,Sức khỏe,Chi tiêu
Thanh toán Sữa tắm + lăn khử mùi 210k,210000,Mỹ phẩm chăm sóc da,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Bắt grab về nhà nghỉ bù lễ 210k hôm nay,210000,Di chuyển,Chi tiêu
ChayGPT Plus share 1 tháng 157k hôm nay,157000,Khác,Chi tiêu
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Sinh nhật Linh 220k tiền,220000,Đám tiệc,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
15000,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Xà bông gội đầu 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Tiền mẹ cho 80k hôm nay,80000,Quà tặng,Thu nhập
Ăn  nghìnem 30 nghìn,30000,Cafe,Chi tiêu
Sinh nhật sếp Hoài 350 nghìn,350000,Đám tiệc,Chi tiêu
Tiêu xài 1.2tr,1200000,Khác,Chi tiêu
Bông tẩy trang 26k ck,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Xăng xe 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Thanh toán Salonship 20k,20000,Sức khỏe,Chi tiêu
Tiền trả góp dt tháng 9 840k,840000,Trả nợ,Chi tiêu
Mượn a Hảo tiền mua caffe 50k ck,50000,Trả nợ,Chi tiêu
98000,98000,Sức khỏe,Chi tiêu
100000,100000,Khác,Chi tiêu
Đám cưới Ngân Ngân 400k bằng tiền mặt,400000,Đám tiệc,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k bằng tiền mặt,100000,Giải trí,Chi tiêu
Mua bánh kem sinh nhật anh 2 220k hôm nay,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Mẹ cho 500k,500000,Quà tặng,Thu nhập
Hớt tóc 70k hôm nay,70000,Hớt tóc,Chi tiêu
100000,100000,Hớt tóc,Chi tiêu
Trà sữa 114k tiền,114000,Tạp phẩm,Chi tiêu
Nước coca coi phim 57k ck,57000,Giải trí,Chi tiêu
185000,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Điện + wifi 222k bằng tiền mặt,222000,4G,Chi tiêu
Ăn phở 40k tiền,40000,Tạp phẩm,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Mượn 2 3tr 3tr tiền,3000000,Mượn tiền,Thu nhập
Photo document English 60k tiền,60000,Giáo dục,Chi tiêu
Reset đúng tiền trong ví 56k ck,56000,Khác,Chi tiêu
Thanh toán Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Xăng 50k,50000,Di chuyển,Chi tiêu
Xăng xe 50 nghìn,50000,Di chuyển,Chi tiêu
Cắt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Hớt tóc 70k hôm nay,70000,Hớt tóc,Chi tiêu
Đổ xăng 50 nghìn,50000,Di chuyển,Chi tiêu
Học phí UIT kỳ 2 7tr ck,6960000,Giáo dục,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
Mua bánh kem cho a 2 20k hôm nay,20000,Mỹ phẩm chăm sóc da,Chi tiêu
100000,100000,Hớt tóc,Chi tiêu
Phiếu lương 7.6tr ck,7643000,Phiếu lương,Thu nhập
Hớt tóc 100k ck,100000,Hớt tóc,Chi tiêu
Sinh nhật Linh 220k,220000,Đám tiệc,Chi tiêu
Viettel 5G 150k,150000,4G,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Mua đồ ăn 75k bằng tiền mặt,75000,Tạp phẩm,Chi tiêu
Lương tháng 10 2tr tiền,1990000,Phiếu lương,Thu nhập
Hớt tóc 70k hôm nay,70000,Hớt tóc,Chi tiêu
Tiền đặc thù 600k ck,600000,Phiếu lương,Thu nhập
Thanh toán Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Nạp tiền dt mua mạng 130k bằng tiền mặt,130000,4G,Chi tiêu
23000,23000,Giáo dục,Chi tiêu
Ăn sáng 25 nghìn,25000,Tạp phẩm,Chi tiêu
Đóng tiền gây quỹ 50k hôm nay,50000,Tạp phẩm,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157k ck,157000,Giáo dục,Chi tiêu
Mua caffe đi tòa 33k ck,33000,Cafe,Chi tiêu
Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Thanh toán 4G 5k,5000,4G,Chi tiêu
Ăn uống đi bệnh viện 143k ck,143000,Giải trí,Chi tiêu
Thanh toán Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Thanh toán Mua sách 155k,155000,Giáo dục,Chi tiêu
223000,223000,Khác,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Thanh toán Sim 5gb 1.1tr,1050000,4G,Chi tiêu
Mượn 2 1tr 1tr tiền,1000000,Mượn tiền,Thu nhập
Hớt tóc 50k ck,50000,Sức khỏe,Chi tiêu
Mượn a Hảo. Đã trả 100k bằng tiền mặt,100000,Trả nợ,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
143000,143000,Giải trí,Chi tiêu
Photo giấy ôn thi cho Khải 2 nghìn,2000,Giáo dục,Chi tiêu
65000,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc + cao lông mặt 70 nghìn,70000,Sức khỏe,Chi tiêu
Thanh toán Mua thuốc 60k,60000,Sức khỏe,Chi tiêu
Mẹ cho 1 triệu 1 triệu,1000000,Quà tặng,Thu nhập
Hớt tóc 35k tiền,35000,Hớt tóc,Chi tiêu
Thay nhớt 115k,115000,Di chuyển,Chi tiêu
4G 5k,5000,4G,Chi tiêu
10000,10000,Giải trí,Chi tiêu
Thanh toán Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
Tiền phụ cấp tháng 7 1.6tr hôm nay,1640000,Phiếu lương,Thu nhập
Mua bánh xèo vào ăn vs Bằng 100k tiền,100000,Giải trí,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr hôm nay,2500000,Trả nợ,Chi tiêu
Phụ cấp tháng 6/2025 2.1tr tiền,2100000,Phiếu lương,Thu nhập
298000,298000,Giải trí,Chi tiêu
Thanh toán Ăn kem 30k,30000,Cafe,Chi tiêu
Trả nợ 2 1 triệu,1000000,Trả nợ,Chi tiêu
79000,79000,Sức khỏe,Chi tiêu
Mạng 5g Viettel 150k tiền,150000,4G,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k bằng tiền mặt",299000,Giáo dục,Chi tiêu
Card wifi 255k tiền,255000,4G,Chi tiêu
Thanh toán Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Thanh toán Đổ xăng 20k,20000,Di chuyển,Chi tiêu
Trả tiền thiếu 100k hôm nay,100000,Trả nợ,Chi tiêu
Thanh toán Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Lương tháng 1 2tr ck,1962000,Phiếu lương,Thu nhập
Thanh toán Lương tháng 10 2tr,1990000,Phiếu lương,Thu nhập
Tiền gửi xe đi làm giấy tờ 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
395000,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hùng tiền nhậu 100k,100000,Đám tiệc,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Thanh toán Sách Tài chính cá nhân dành cho người Việt Nam 157k,157000,Giáo dục,Chi tiêu
Mua sữa cho nội 300k bằng tiền mặt,300000,Mượn tiền,Thu nhập
Trả Cupe Tiên 200k,200000,Trả nợ,Chi tiêu
Ship hàng sim 30 nghìn,30000,4G,Chi tiêu
395000,395000,Mỹ phẩm chăm sóc da,Chi tiêu
6320000,6320000,Giáo dục,Chi tiêu
Bánh kem sinh nhật chị Nị 145k ck,145000,Đám tiệc,Chi tiêu
Thanh toán Photo chụp hình công chứng giấy đăng ký nghĩa vụ 85k,85000,Khác,Chi tiêu
Ăn uống đổ xăng 245k tiền,245000,Di chuyển,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
Nc tẩy trang 165k bằng tiền mặt,165000,Mỹ phẩm chăm sóc da,Chi tiêu
2150000,2150000,Phiếu lương,Thu nhập
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
Wifi tháng 5 65k tiền,65000,4G,Chi tiêu
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
Tiền cọc nhà cũ 1.2tr tiền,1160000,Quà tặng,Thu nhập
Ăn uống đi bệnh viện 143k ck,143000,Giải trí,Chi tiêu
Đám cưới Duyên 500 nghìn,500000,Đám tiệc,Chi tiêu
5G 150k ck,150000,4G,Chi tiêu
Hớt tóc 60k hôm nay,60000,Hớt tóc,Chi tiêu
Xem phim công tử bạc liêu 146k tiền,146000,Giải trí,Chi tiêu
Photo giấy ôn thi cho Khải 2k bằng tiền mặt,2000,Giáo dục,Chi tiêu
Sách Khắc đi khắc đến - Xuân Phượng 145k bằng tiền mặt,145000,Giáo dục,Chi tiêu
Card wifi 255k,255000,4G,Chi tiêu
Thanh toán Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Trả chị 2 1 triệu,1000000,Trả nợ,Chi tiêu
Mua đồ ăn cơm 50k hôm nay,50000,Tạp phẩm,Chi tiêu
Hớt tóc 30 nghìn,30000,Hớt tóc,Chi tiêu
Đám cưới Ngân Ngân 400k tiền,400000,Đám tiệc,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Trả nợ chị 2 1.5tr tiền,1500000,Trả nợ,Chi tiêu
Hớt tóc 60k ck,60000,Hớt tóc,Chi tiêu
Trả Cupe Tiên 200k hôm nay,200000,Trả nợ,Chi tiêu
Thanh toán Mua sữa cho bame 98k,98000,Sức khỏe,Chi tiêu
Thanh toán Tiêu xài 1.2tr,1200000,Khác,Chi tiêu
Mạng 5g Viettel 150k tiền,150000,4G,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k bằng tiền mặt,300000,Đám tiệc,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Học phí UIT kỳ 2 7tr ck,6960000,Giáo dục,Chi tiêu
120000,120000,Tạp phẩm,Chi tiêu
Ăn sáng 20k tiền,20000,Tạp phẩm,Chi tiêu
Đưa cupe Tiên mượn 150k 150k ck,150000,Mượn tiền,Thu nhập
146000,146000,Giải trí,Chi tiêu
Mua thuốc 28k hôm nay,28000,Sức khỏe,Chi tiêu
Gửi thư xin học lại 18 nghìn,18000,Giáo dục,Chi tiêu
Trà sữa 40 nghìn,40000,Cafe,Chi tiêu
Mẹ cho 300k,300000,Quà tặng,Thu nhập
Kem rạng da 327k bằng tiền mặt,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
500000,500000,Đám tiệc,Chi tiêu
Mua nc muối 10k hôm nay,10000,Sức khỏe,Chi tiêu
Mẹ cho 500 nghìn,500000,Quà tặng,Thu nhập
Nc tẩy trang 165k tiền,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
Thanh toán Xăng xe 30k,30000,Di chuyển,Chi tiêu
Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Sinh nhật Mỹ Nhàn 600k ck,600000,Đám tiệc,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k tiền",163000,Giáo dục,Chi tiêu
1200000,1200000,Tạp phẩm,Chi tiêu
27000,27000,Khác,Chi tiêu
Cắt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Đưa cupe Tiên mượn 150k 150k ck,150000,Mượn tiền,Thu nhập
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr bằng tiền mặt,2000000,Mượn tiền,Thu nhập
Hùng tiền nhậu 100k,100000,Đám tiệc,Chi tiêu
"K nhớ rõ, reset đúng tiền bóp 27k hôm nay",27000,Khác,Chi tiêu
500000,500000,Đám tiệc,Chi tiêu
Sữa tắm + lăn  nghìnhử mùi 210 nghìn,210000,Mỹ phẩm chăm sóc da,Chi tiêu
4G 5k,5000,4G,Chi tiêu
Thay nhông sên dĩa + mua bánh  nghìnem + ăn uống lặt vặt 430 nghìn,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
Đám cưới Huyền 500k tiền,500000,Đám tiệc,Chi tiêu
Ăn uống vs bạn bè 200k bằng tiền mặt,200000,Giải trí,Chi tiêu
Lương tháng 7 1.8tr tiền,1800000,Phiếu lương,Thu nhập
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Thanh toán Mua nc muối 10k,10000,Sức khỏe,Chi tiêu
Wifi tháng 5 65k hôm nay,65000,4G,Chi tiêu
Đám cưới 500k bằng tiền mặt,500000,Đám tiệc,Chi tiêu
Áo + 50k giải CLB Runner LA 200k tiền,200000,Trả nợ,Chi tiêu
Ăn kem 30k bằng tiền mặt,30000,Cafe,Chi tiêu
Nạp tiền dt mua mạng 10 nghìn,10000,4G,Chi tiêu
Mượn chị 2 đóng học phí 1 triệu,1000000,Mượn tiền,Thu nhập
Mượn tiền 200k,200000,Mượn tiền,Thu nhập
Xà bông gội đầu 15k ck,15000,Mỹ phẩm chăm sóc da,Chi tiêu
